book_id;publication_year;availability
26578;1904;TRUE
26579;2008;TRUE
26580;2011;TRUE
26581;1988;FALSE
26582;2017;FALSE
26583;2011;TRUE
26583;2011;FALSE
26584;1918;TRUE
26585;1985;TRUE
26586;2009;TRUE
26587;2010;FALSE
26588;2016;TRUE
26589;2011;TRUE
26590;2017;TRUE
26591;2014;FALSE
26592;1983;TRUE
26593;2014;TRUE
26594;2008;TRUE
26595;2015;TRUE
26596;2008;FALSE
26597;2016;FALSE
26598;2012;TRUE
26598;2012;TRUE
26599;2010;FALSE
26600;2013;TRUE
26601;2015;FALSE
26602;2014;TRUE
26603;2011;FALSE
26604;2015;TRUE
26605;1999;FALSE
26606;2014;FALSE
26607;2016;TRUE
26608;1865;TRUE
26609;2015;TRUE
26610;2013;TRUE
26611;2014;TRUE
26612;2016;TRUE
26613;2014;TRUE
26614;2016;TRUE
26615;2013;FALSE
26616;2015;FALSE
26617;2016;FALSE
26618;2017;TRUE
26619;2016;TRUE
26620;2012;FALSE
26620;2012;TRUE
26621;2010;FALSE
26622;2011;TRUE
26623;2013;FALSE
26624;2013;FALSE
26625;2000;FALSE
26626;2009;FALSE
26627;2016;TRUE
26628;2016;FALSE
26629;2008;FALSE
26629;2008;FALSE
26630;2015;TRUE
26631;1955;TRUE
26632;2014;TRUE
26633;2013;FALSE
26634;1944;TRUE
26635;2000;TRUE
26635;2000;TRUE
26636;1937;FALSE
26637;2010;TRUE
26638;2016;TRUE
26639;2002;FALSE
26640;2013;FALSE
26641;1964;FALSE
26642;2014;TRUE
26643;2010;FALSE
26644;2007;TRUE
26645;1969;TRUE
26646;2011;FALSE
26647;2013;FALSE
26648;1971;TRUE
26649;2014;FALSE
26650;2015;FALSE
26651;1992;TRUE
26652;2015;TRUE
26653;2016;TRUE
26654;2013;FALSE
26655;2009;FALSE
26656;2013;TRUE
26657;1993;TRUE
26658;2014;FALSE
26659;2012;TRUE
26660;1988;TRUE
26661;2016;FALSE
26662;2017;FALSE
26663;2002;TRUE
26663;2002;TRUE
26664;2011;FALSE
26664;2011;FALSE
26665;2005;TRUE
26666;2016;TRUE
26667;2013;FALSE
26668;1971;TRUE
26669;2016;FALSE
26670;1997;TRUE
26671;2000;FALSE
26672;2002;TRUE
26673;2015;TRUE
26674;2014;TRUE
26674;2014;TRUE
26675;2002;TRUE
26676;2010;FALSE
26677;2013;TRUE
26678;2011;TRUE
26679;2013;TRUE
26680;1996;TRUE
26681;2011;FALSE
26682;2015;FALSE
26683;2017;FALSE
26684;2009;FALSE
26685;2015;TRUE
26686;2015;TRUE
26687;2015;FALSE
26688;2013;TRUE
26689;2017;TRUE
26690;1937;FALSE
26691;2016;TRUE
26692;2001;FALSE
26693;1999;TRUE
26694;2006;FALSE
26695;1992;TRUE
26696;2009;TRUE
26697;2012;TRUE
26698;1990;TRUE
26699;2017;TRUE
26700;2010;TRUE
26701;2017;FALSE
26702;2008;TRUE
26703;2009;FALSE
26704;2016;TRUE
26705;2013;TRUE
26706;2013;FALSE
26707;1966;FALSE
26708;2010;TRUE
26709;2005;TRUE
26710;2009;TRUE
26711;2011;FALSE
26712;2013;FALSE
26712;2013;FALSE
26713;2015;TRUE
26714;2011;FALSE
26715;2013;FALSE
26716;2009;TRUE
26717;1964;FALSE
26718;1995;TRUE
26719;2016;TRUE
26720;2013;FALSE
26721;1967;TRUE
26722;2012;TRUE
26723;1992;FALSE
26724;1994;FALSE
26725;2004;FALSE
26726;2014;TRUE
26727;2012;FALSE
26727;2012;TRUE
26728;1938;TRUE
26729;2013;TRUE
26730;2001;TRUE
26731;1994;TRUE
26732;2012;TRUE
26733;2008;FALSE
26734;1990;TRUE
26735;2013;TRUE
26736;1989;FALSE
26737;1991;FALSE
26737;1991;TRUE
26738;2010;FALSE
26739;2016;FALSE
26739;2016;FALSE
26740;2009;TRUE
26741;1986;TRUE
26742;2009;TRUE
26743;2016;FALSE
26744;2016;FALSE
26745;2012;FALSE
26746;2014;TRUE
26747;2010;TRUE
26748;2010;TRUE
26749;2016;TRUE
26750;2001;FALSE
26751;2004;TRUE
26752;1982;TRUE
26753;1992;FALSE
26753;1992;FALSE
26754;1972;TRUE
26755;1999;FALSE
26756;2015;TRUE
26757;2013;TRUE
26758;1991;TRUE
26759;2011;FALSE
26760;1991;FALSE
26761;1956;TRUE
26762;1995;FALSE
26763;2008;TRUE
26763;2008;TRUE
26764;2015;FALSE
26765;2012;TRUE
26765;2012;TRUE
26766;1965;TRUE
26767;2010;FALSE
26768;2015;TRUE
26769;2008;FALSE
26770;2008;TRUE
26771;2017;TRUE
26772;2015;TRUE
26773;1923;TRUE
26774;2017;FALSE
26775;2012;TRUE
26776;2012;FALSE
26777;2011;FALSE
26778;1996;TRUE
26779;2004;TRUE
26780;2016;FALSE
26781;2014;TRUE
26781;2014;TRUE
26782;2007;TRUE
26783;1961;FALSE
26784;2013;TRUE
26785;2003;TRUE
26786;2011;FALSE
26787;2008;TRUE
26788;2001;FALSE
26789;2014;TRUE
26790;2006;FALSE
26791;2013;TRUE
26792;2016;FALSE
26793;2006;TRUE
26794;1990;TRUE
26795;2015;FALSE
26796;1993;FALSE
26797;1970;TRUE
26798;2017;TRUE
26799;1992;FALSE
26800;2016;TRUE
26801;2015;TRUE
26802;2015;TRUE
26803;1947;TRUE
26804;2016;FALSE
26805;2017;TRUE
26806;1999;TRUE
26807;2016;FALSE
26808;2017;TRUE
26809;2016;TRUE
26810;1979;TRUE
26811;2015;TRUE
26812;2016;TRUE
26813;2017;FALSE
26813;2017;TRUE
26814;2015;TRUE
26815;1990;TRUE
26816;1909;TRUE
26817;2016;TRUE
26818;2006;TRUE
26819;2014;TRUE
26819;2014;TRUE
26820;2015;FALSE
26821;2017;TRUE
26822;2008;TRUE
26823;2010;TRUE
26824;1989;TRUE
26825;2012;FALSE
26826;2014;FALSE
26827;1995;TRUE
26828;2013;FALSE
26829;2017;TRUE
26830;1957;TRUE
26831;2004;FALSE
26832;2013;TRUE
26833;2014;FALSE
26834;2010;FALSE
26835;2012;FALSE
26836;1992;TRUE
26837;2010;FALSE
26837;2010;TRUE
26838;1975;FALSE
26839;2008;FALSE
26839;2008;TRUE
26840;2011;FALSE
26841;2008;FALSE
26841;2008;FALSE
26841;2008;FALSE
26842;2008;TRUE
26842;2008;TRUE
26843;2014;FALSE
26844;2008;TRUE
26845;2017;FALSE
26846;2013;FALSE
26847;2015;FALSE
26848;2009;TRUE
26849;2014;FALSE
26850;2011;FALSE
26850;2011;TRUE
26851;2015;TRUE
26852;1993;FALSE
26853;1936;FALSE
26854;2016;TRUE
26855;2014;FALSE
26856;2007;FALSE
26857;2011;TRUE
26858;2009;TRUE
26859;2016;FALSE
26860;2015;TRUE
26861;2017;TRUE
26862;1999;TRUE
26863;2015;FALSE
26864;2010;TRUE
26865;2010;FALSE
26866;2012;FALSE
26867;2010;FALSE
26868;2009;FALSE
26869;1997;TRUE
26870;1982;FALSE
26871;2014;TRUE
26872;2014;FALSE
26872;2014;FALSE
26873;2011;TRUE
26874;2010;TRUE
26875;2011;TRUE
26876;1997;FALSE
26876;1997;FALSE
26877;2010;FALSE
26878;2016;TRUE
26879;2017;TRUE
26880;2007;FALSE
26880;2007;TRUE
26881;2011;TRUE
26882;1986;TRUE
26883;2013;TRUE
26884;1988;FALSE
26885;2003;TRUE
26886;2014;FALSE
26887;2006;TRUE
26888;2014;FALSE
26889;2015;FALSE
26890;2016;FALSE
26891;1969;FALSE
26891;1969;TRUE
26892;2000;TRUE
26893;2007;FALSE
26894;2013;TRUE
26895;2014;TRUE
26896;1923;FALSE
26897;2009;FALSE
26898;2013;TRUE
26899;2015;TRUE
26900;2014;FALSE
26901;2014;TRUE
26902;1999;FALSE
26903;2012;FALSE
26904;2014;FALSE
26905;2014;TRUE
26906;2009;FALSE
26907;2013;TRUE
26908;2003;FALSE
26909;2014;TRUE
26909;2014;FALSE
26910;2012;TRUE
26911;2015;TRUE
26912;2010;TRUE
26913;1946;TRUE
26914;2011;FALSE
26915;2016;FALSE
26916;2014;FALSE
26916;2014;TRUE
26917;2010;FALSE
26918;2013;FALSE
26919;1956;FALSE
26920;1996;FALSE
26921;2012;FALSE
26922;2016;TRUE
26923;2007;FALSE
26924;2015;FALSE
26925;2011;TRUE
26926;1995;FALSE
26927;2011;FALSE
26928;2015;FALSE
26929;2013;TRUE
26930;2013;TRUE
26931;2002;TRUE
26932;1982;FALSE
26933;1993;TRUE
26934;1927;FALSE
26935;2017;FALSE
26936;2017;FALSE
26937;2009;TRUE
26938;2010;TRUE
26939;1999;FALSE
26940;2016;FALSE
26941;2004;FALSE
26942;1932;TRUE
26943;2008;TRUE
26943;2008;FALSE
26944;2008;FALSE
26945;2015;FALSE
26946;2016;TRUE
26946;2016;TRUE
26947;2010;FALSE
26948;2017;FALSE
26949;2014;FALSE
26950;2011;FALSE
26951;2015;TRUE
26952;1944;TRUE
26953;2010;TRUE
26954;2017;TRUE
26954;2017;FALSE
26955;2008;TRUE
26956;2015;FALSE
26957;2004;TRUE
26958;1910;FALSE
26959;2010;TRUE
26960;2016;TRUE
26961;2012;TRUE
26962;2009;TRUE
26963;2009;FALSE
26964;2015;TRUE
26965;2013;FALSE
26966;2015;FALSE
26966;2015;TRUE
26967;2013;FALSE
26968;2012;TRUE
26969;2014;TRUE
26970;2008;TRUE
26971;2000;FALSE
26972;2015;FALSE
26973;2013;FALSE
26974;1957;FALSE
26975;2016;TRUE
26976;2015;FALSE
26977;1997;TRUE
26978;2017;TRUE
26979;2016;TRUE
26980;2014;TRUE
26981;2014;TRUE
26982;1998;FALSE
26983;2004;TRUE
26984;2015;TRUE
26985;1998;TRUE
26986;2016;FALSE
26987;2008;TRUE
26988;2017;TRUE
26989;2011;TRUE
26990;2017;FALSE
26990;2017;TRUE
26991;2016;FALSE
26992;2012;TRUE
26993;2010;TRUE
26994;2014;FALSE
26994;2014;FALSE
26995;2012;TRUE
26996;1990;FALSE
26997;2016;TRUE
26998;1975;TRUE
26999;2015;FALSE
27000;1999;FALSE
27001;2013;FALSE
27002;1989;TRUE
27003;2015;FALSE
27004;2014;TRUE
27005;2011;TRUE
27006;2014;TRUE
27007;2016;TRUE
27008;2008;TRUE
27009;2010;TRUE
27009;2010;TRUE
27010;2013;FALSE
27010;2013;FALSE
27010;2013;TRUE
27011;2015;TRUE
27012;2012;FALSE
27012;2012;FALSE
27013;2017;TRUE
27014;2011;FALSE
27014;2011;FALSE
27015;2017;FALSE
27016;1989;TRUE
27017;2013;FALSE
27018;2011;FALSE
27019;2000;FALSE
27020;2015;TRUE
27020;2015;FALSE
27021;1985;FALSE
27022;2014;FALSE
27023;2016;FALSE
27024;2011;TRUE
27025;2016;TRUE
27026;2014;FALSE
27027;2011;TRUE
27028;1996;TRUE
27029;2008;FALSE
27030;1967;FALSE
27031;2015;TRUE
27032;2016;TRUE
27033;1970;TRUE
27034;2014;TRUE
27035;2008;FALSE
27036;2012;TRUE
27037;2008;TRUE
27038;2014;FALSE
27038;2014;TRUE
27039;2013;FALSE
27040;1940;TRUE
27041;2007;FALSE
27042;2001;TRUE
27043;2014;FALSE
27044;2012;FALSE
27045;1965;TRUE
27046;2006;TRUE
27047;1982;TRUE
27048;2016;TRUE
27049;1987;TRUE
27050;2017;TRUE
27050;2017;FALSE
27051;2014;FALSE
27052;1999;FALSE
27053;1991;FALSE
27053;1991;TRUE
27054;2016;TRUE
27055;2014;TRUE
27056;2014;FALSE
27057;2013;FALSE
27058;2014;FALSE
27059;2008;FALSE
27060;2011;FALSE
27061;2012;TRUE
27062;2017;TRUE
27063;2005;TRUE
27064;2016;FALSE
27065;2015;FALSE
27066;2014;TRUE
27067;2017;FALSE
27068;1964;TRUE
27069;2005;TRUE
27070;2017;TRUE
27071;2011;FALSE
27071;2011;FALSE
27072;2009;FALSE
27073;2016;TRUE
27074;2012;FALSE
27075;2010;FALSE
27076;2017;FALSE
27077;2013;FALSE
27078;2010;FALSE
27079;2012;FALSE
27080;2016;TRUE
27081;2014;FALSE
27082;2014;TRUE
27083;1993;FALSE
27084;2013;TRUE
27085;2012;FALSE
27086;2015;FALSE
27087;1969;TRUE
27088;2000;FALSE
27088;2000;TRUE
27088;2000;TRUE
27089;2006;FALSE
27090;2015;TRUE
27091;2015;TRUE
27092;2013;TRUE
27093;2007;FALSE
27094;2013;TRUE
27095;1969;TRUE
27096;2013;TRUE
27097;1974;TRUE
27098;2009;FALSE
27099;2012;FALSE
27099;2012;TRUE
27100;2016;TRUE
27101;2015;TRUE
27102;2014;FALSE
27103;2017;TRUE
27104;1999;TRUE
27105;1993;TRUE
27106;1996;FALSE
27107;2012;TRUE
27108;2017;FALSE
27109;2013;TRUE
27110;2014;FALSE
27111;1960;FALSE
27112;2016;TRUE
27113;2015;FALSE
27114;2009;TRUE
27115;2014;FALSE
27116;1962;FALSE
27117;2010;TRUE
27118;2013;TRUE
27119;2014;FALSE
27120;2017;FALSE
27121;1965;FALSE
27122;2011;TRUE
27123;2015;TRUE
27124;2010;TRUE
27124;2010;TRUE
27125;2010;FALSE
27126;2010;TRUE
27127;2017;FALSE
27128;2016;TRUE
27128;2016;FALSE
27129;1940;FALSE
27130;2012;TRUE
27131;2000;FALSE
27132;2016;FALSE
27133;1992;TRUE
27134;2005;TRUE
27135;1999;FALSE
27135;1999;TRUE
27136;2013;FALSE
27137;2004;FALSE
27138;2013;FALSE
27139;2002;FALSE
27140;2011;TRUE
27141;2016;FALSE
27142;2012;TRUE
27143;2014;FALSE
27144;2016;FALSE
27145;2009;FALSE
27146;1975;FALSE
27147;2015;TRUE
27148;2015;TRUE
27149;2012;FALSE
27150;1935;FALSE
27151;2016;FALSE
27152;2013;TRUE
27153;2014;FALSE
27154;1970;FALSE
27155;1983;TRUE
27156;2017;FALSE
27157;2016;FALSE
27158;2014;TRUE
27159;1971;TRUE
27160;2013;FALSE
27161;2008;TRUE
27162;2010;FALSE
27163;2014;FALSE
27164;2017;FALSE
27165;1998;FALSE
27166;2011;FALSE
27167;2012;TRUE
27168;2009;TRUE
27169;2004;TRUE
27170;2017;TRUE
27171;2005;FALSE
27172;2012;FALSE
27173;2011;FALSE
27174;2012;FALSE
27175;2013;FALSE
27176;2015;FALSE
27177;2013;TRUE
27178;2016;FALSE
27178;2016;TRUE
27179;2000;TRUE
27180;2016;FALSE
27181;2001;TRUE
27182;2014;FALSE
27183;1998;TRUE
27184;2004;TRUE
27185;1995;TRUE
27186;1996;FALSE
27187;2014;TRUE
27188;1989;FALSE
27189;2015;TRUE
27190;2011;FALSE
27191;1999;TRUE
27192;2008;FALSE
27193;1999;TRUE
27194;1998;FALSE
27195;2016;FALSE
27196;1992;FALSE
27197;2015;FALSE
27198;2014;TRUE
27199;2012;TRUE
27200;2016;TRUE
27201;1994;TRUE
27202;2008;TRUE
27203;2008;FALSE
27203;2008;FALSE
27204;2008;FALSE
27205;2015;FALSE
27206;2007;FALSE
27207;2012;FALSE
27208;2016;TRUE
27209;2013;TRUE
27209;2013;TRUE
27210;1972;TRUE
27211;2016;TRUE
27212;2010;FALSE
27213;2016;TRUE
27214;2011;TRUE
27215;2010;TRUE
27216;2009;TRUE
27216;2009;TRUE
27216;2009;TRUE
27217;2012;FALSE
27218;2017;TRUE
27219;1992;FALSE
27220;2008;FALSE
27221;1988;TRUE
27222;2014;FALSE
27223;2007;FALSE
27224;1901;TRUE
27225;2015;TRUE
27226;2008;FALSE
27227;2014;TRUE
27228;1997;TRUE
27229;2014;FALSE
27229;2014;FALSE
27230;2010;TRUE
27231;2001;FALSE
27232;2015;FALSE
27233;1997;FALSE
27234;2007;FALSE
27235;2012;FALSE
27236;2009;TRUE
27237;2014;FALSE
27238;2015;FALSE
27239;2016;TRUE
27240;2015;TRUE
27241;2011;TRUE
27242;1950;FALSE
27243;2015;FALSE
27244;2008;TRUE
27245;1993;TRUE
27246;1990;FALSE
27247;2009;TRUE
27248;2012;TRUE
27249;2010;FALSE
27250;1996;TRUE
27251;1993;TRUE
27252;2015;FALSE
27253;2008;FALSE
27254;2005;FALSE
27255;2010;TRUE
27256;2001;FALSE
27257;1995;TRUE
27258;2016;FALSE
27258;2016;TRUE
27259;2012;FALSE
27260;1990;TRUE
27261;2002;TRUE
27262;1999;TRUE
27263;2016;TRUE
27264;2016;TRUE
27265;2016;TRUE
27266;2014;TRUE
27267;2013;TRUE
27268;2014;TRUE
27269;2017;FALSE
27270;2013;FALSE
27271;2016;TRUE
27272;2005;TRUE
27273;2010;TRUE
27274;2016;TRUE
27275;2012;FALSE
27276;2010;FALSE
27277;1979;FALSE
27278;1985;FALSE
27279;2010;FALSE
27280;1984;FALSE
27280;1984;TRUE
27280;1984;TRUE
27280;1984;TRUE
27280;1984;TRUE
27281;2007;TRUE
27282;2014;FALSE
27283;1970;FALSE
27284;2013;FALSE
27285;2015;TRUE
27285;2015;TRUE
27286;2015;FALSE
27287;2015;FALSE
27288;2009;FALSE
27289;2012;FALSE
27290;2009;TRUE
27291;1997;TRUE
27292;2013;FALSE
27292;2013;FALSE
27293;2000;TRUE
27294;1984;TRUE
27294;1984;FALSE
27294;1984;FALSE
27295;2013;FALSE
27296;2015;FALSE
27297;2016;TRUE
27298;1983;FALSE
27299;2014;FALSE
27300;1987;TRUE
27301;2005;FALSE
27302;2017;FALSE
27303;2017;TRUE
27304;2009;FALSE
27305;2014;FALSE
27306;2010;TRUE
27306;2010;FALSE
27307;1994;TRUE
27308;2013;FALSE
27309;1975;FALSE
27310;2008;TRUE
27311;2016;TRUE
27312;2001;FALSE
27313;2015;FALSE
27314;2016;TRUE
27315;2016;TRUE
27316;2017;FALSE
27317;2013;TRUE
27318;2016;TRUE
27319;1950;FALSE
27320;2014;FALSE
27321;2015;FALSE
27322;2008;TRUE
27323;2017;FALSE
27324;2008;FALSE
27325;2016;TRUE
27326;1997;TRUE
27327;2016;FALSE
27328;2016;TRUE
27329;2015;TRUE
27330;2016;TRUE
27331;1999;FALSE
27331;1999;TRUE
27331;1999;TRUE
27332;2010;FALSE
27333;2011;FALSE
27334;2011;FALSE
27335;2015;FALSE
27336;2011;TRUE
27337;2006;TRUE
27338;2014;FALSE
27339;2015;TRUE
27340;2015;FALSE
27341;2015;FALSE
27342;2015;TRUE
27343;2000;FALSE
27344;2017;TRUE
27345;2012;TRUE
27346;2012;TRUE
27347;2016;TRUE
27348;1949;FALSE
27349;2005;TRUE
27350;1930;TRUE
27351;2016;FALSE
27352;1989;FALSE
27353;2014;FALSE
27354;2001;TRUE
27355;2008;FALSE
27356;2000;TRUE
27357;2017;FALSE
27357;2017;FALSE
27358;2016;TRUE
27359;2012;FALSE
27360;1973;TRUE
27361;2007;FALSE
27362;2009;TRUE
27363;2013;TRUE
27364;2008;FALSE
27365;2015;TRUE
27366;2006;FALSE
27367;2015;FALSE
27368;2006;TRUE
27369;1973;FALSE
27370;2017;FALSE
27371;2015;TRUE
27372;2015;TRUE
27373;2012;FALSE
27374;2016;FALSE
27375;2011;TRUE
27376;2012;TRUE
27377;2013;FALSE
27378;1997;FALSE
27379;2015;FALSE
27380;2014;TRUE
27381;2009;TRUE
27381;2009;FALSE
27382;2015;FALSE
27383;2003;TRUE
27384;1985;FALSE
27385;2015;TRUE
27386;2013;FALSE
27387;2014;FALSE
27388;2016;TRUE
27389;2013;FALSE
27390;2012;TRUE
27391;2016;FALSE
27391;2016;TRUE
27392;2009;FALSE
27393;2011;FALSE
27394;2012;FALSE
27395;2017;TRUE
27396;1917;TRUE
27397;2012;FALSE
27398;2016;TRUE
27399;1944;FALSE
27400;1970;TRUE
27401;2015;FALSE
27402;2016;FALSE
27403;2014;TRUE
27404;1985;TRUE
27405;1997;FALSE
27406;2016;FALSE
27407;2017;FALSE
27408;2013;TRUE
27409;1964;TRUE
27410;2010;TRUE
27411;2008;TRUE
27412;2016;TRUE
27413;2016;FALSE
27414;2015;FALSE
27414;2015;TRUE
27415;2010;FALSE
27415;2010;TRUE
27416;2016;FALSE
27417;2004;TRUE
27418;2016;TRUE
27419;1966;TRUE
27420;1998;FALSE
27421;2014;TRUE
27422;2016;FALSE
27423;2004;TRUE
27423;2004;FALSE
27424;2013;TRUE
27424;2013;FALSE
27424;2013;FALSE
27425;2016;FALSE
27426;2013;TRUE
27427;2015;FALSE
27428;2016;TRUE
27429;2017;TRUE
27430;2013;FALSE
27431;2017;FALSE
27432;2014;FALSE
27433;2016;TRUE
27434;2008;TRUE
27435;2010;FALSE
27435;2010;TRUE
27436;2012;TRUE
27437;2014;TRUE
27438;2012;FALSE
27439;2007;TRUE
27440;2002;FALSE
27441;2016;TRUE
27441;2016;TRUE
27442;2013;TRUE
27443;2016;TRUE
27444;2010;FALSE
27445;2014;TRUE
27446;2001;TRUE
27447;2015;FALSE
27448;2015;TRUE
27449;2012;TRUE
27450;1999;TRUE
27451;2009;TRUE
27452;2011;FALSE
27453;1951;FALSE
27454;2012;FALSE
27454;2012;FALSE
27455;1990;FALSE
27456;2016;FALSE
27457;1987;FALSE
27458;1989;FALSE
27459;1922;FALSE
27459;1922;FALSE
27459;1922;TRUE
27459;1922;TRUE
27459;1922;FALSE
27460;1979;FALSE
27461;2007;TRUE
27462;2005;FALSE
27462;2005;TRUE
27463;1984;FALSE
27464;2007;FALSE
27465;2017;TRUE
27466;2006;TRUE
27467;2012;TRUE
27468;1969;TRUE
27469;1996;FALSE
27470;2013;FALSE
27470;2013;TRUE
27471;2009;TRUE
27472;2010;FALSE
27473;2017;FALSE
27474;2014;FALSE
27475;2016;TRUE
27476;2016;FALSE
27477;1989;TRUE
27477;1989;TRUE
27477;1989;TRUE
27477;1989;FALSE
27478;2014;FALSE
27479;1966;FALSE
27480;2011;FALSE
27481;2011;TRUE
27482;1995;TRUE
27483;2008;FALSE
27484;2014;FALSE
27485;2014;TRUE
27486;2017;TRUE
27487;2014;FALSE
27488;1990;TRUE
27488;1990;FALSE
27488;1990;TRUE
27489;2013;TRUE
27490;2010;FALSE
27491;2011;FALSE
27492;2015;FALSE
27493;1944;TRUE
27494;2016;TRUE
27494;2016;TRUE
27495;2011;FALSE
27496;2010;FALSE
27497;2015;FALSE
27497;2015;FALSE
27498;2017;TRUE
27499;2008;TRUE
27500;2008;FALSE
27501;2013;FALSE
27502;2016;TRUE
27503;2015;FALSE
27504;2016;FALSE
27505;2015;TRUE
27506;1964;FALSE
27507;2016;FALSE
27508;2016;TRUE
27509;1943;TRUE
27510;2016;FALSE
27511;1935;FALSE
27512;1930;FALSE
27513;2003;TRUE
27514;2009;FALSE
27515;2011;FALSE
27516;1956;FALSE
27517;2012;FALSE
27518;2005;TRUE
27519;2014;TRUE
27520;2016;TRUE
27521;2011;TRUE
27522;1956;FALSE
27523;2015;FALSE
27523;2015;TRUE
27524;1985;FALSE
27525;1968;TRUE
27526;2015;FALSE
27526;2015;FALSE
27527;2014;TRUE
27528;2011;FALSE
27529;2015;FALSE
27530;2005;TRUE
27531;2003;TRUE
27532;2015;TRUE
27533;1814;FALSE
27533;1814;TRUE
27533;1814;TRUE
27533;1814;TRUE
27533;1814;FALSE
27534;2017;FALSE
27535;1998;TRUE
27536;2010;FALSE
27537;2012;FALSE
27538;1979;FALSE
27539;2013;TRUE
27539;2013;FALSE
27539;2013;TRUE
27540;1871;TRUE
27541;1999;TRUE
27542;2013;TRUE
27543;2009;TRUE
27544;1997;FALSE
27545;2007;TRUE
27546;2015;TRUE
27547;2012;FALSE
27548;2011;TRUE
27549;2016;TRUE
27550;2009;FALSE
27551;2017;TRUE
27552;1956;TRUE
27553;2014;FALSE
27553;2014;FALSE
27554;2006;FALSE
27554;2006;TRUE
27555;1995;TRUE
27556;2017;FALSE
27557;2017;FALSE
27558;2013;FALSE
27559;1968;FALSE
27560;1965;TRUE
27561;2011;FALSE
27562;1988;TRUE
27563;2017;TRUE
27564;1948;FALSE
27565;1998;FALSE
27566;1993;TRUE
27567;2016;TRUE
27567;2016;TRUE
27568;1952;FALSE
27569;2009;FALSE
27570;2008;TRUE
27571;2013;FALSE
27572;2009;FALSE
27573;2015;FALSE
27574;2007;FALSE
27575;2015;TRUE
27576;1986;TRUE
27577;2015;TRUE
27578;2017;FALSE
27579;2014;FALSE
27579;2014;FALSE
27580;2015;TRUE
27581;2005;FALSE
27582;2012;FALSE
27583;2015;FALSE
27584;1955;FALSE
27585;2013;FALSE
27586;2016;FALSE
27587;2005;TRUE
27588;1956;FALSE
27589;1974;FALSE
27590;1982;TRUE
27590;1982;TRUE
27591;2016;FALSE
27592;2016;FALSE
27593;1948;TRUE
27594;2015;TRUE
27595;2012;FALSE
27596;2005;FALSE
27597;2015;FALSE
27597;2015;FALSE
27598;1971;FALSE
27599;2012;TRUE
27600;1998;TRUE
27601;2010;TRUE
27602;2015;TRUE
27603;2014;TRUE
27603;2014;TRUE
27604;2016;TRUE
27605;1970;TRUE
27606;2015;FALSE
27607;2009;TRUE
27608;2011;TRUE
27609;2016;TRUE
27610;2014;TRUE
27611;1973;TRUE
27612;2010;TRUE
27613;2011;FALSE
27614;2016;TRUE
27615;1983;TRUE
27616;2014;TRUE
27617;2010;FALSE
27618;2010;FALSE
27618;2010;TRUE
27619;2013;TRUE
27620;2013;TRUE
27621;2014;FALSE
27622;2016;FALSE
27623;2012;FALSE
27624;2013;TRUE
27625;2012;FALSE
27626;2015;TRUE
27627;2011;FALSE
27628;1987;FALSE
27629;2012;FALSE
27630;2014;FALSE
27631;2016;TRUE
27632;2011;TRUE
27633;1980;FALSE
27634;1987;TRUE
27635;2015;TRUE
27636;2016;FALSE
27636;2016;FALSE
27637;2016;TRUE
27638;2013;FALSE
27639;2003;TRUE
27640;2015;FALSE
27641;2015;TRUE
27642;2013;FALSE
27643;2012;FALSE
27644;2007;TRUE
27645;2003;FALSE
27646;1995;TRUE
27647;2002;TRUE
27648;2011;FALSE
27649;2015;TRUE
27650;1922;TRUE
27651;2016;FALSE
27652;1988;TRUE
27653;2010;FALSE
27654;1990;FALSE
27655;1975;TRUE
27656;2016;TRUE
27657;2015;FALSE
27658;2007;FALSE
27659;2010;FALSE
27660;1957;FALSE
27661;2012;TRUE
27662;2010;TRUE
27663;2012;FALSE
27664;2015;TRUE
27665;2013;FALSE
27666;2015;TRUE
27666;2015;TRUE
27667;1996;TRUE
27668;2017;FALSE
27669;2015;TRUE
27670;1998;FALSE
27671;1999;FALSE
27672;2003;TRUE
27672;2003;FALSE
27673;1955;TRUE
27673;1955;TRUE
27674;2017;FALSE
27675;2015;TRUE
27676;2016;TRUE
27677;2004;TRUE
27678;2016;FALSE
27679;1998;TRUE
27680;2006;TRUE
27681;1985;FALSE
27682;2014;FALSE
27683;2017;TRUE
27684;2014;TRUE
27685;2011;TRUE
27686;2012;TRUE
27687;2015;TRUE
27688;1999;FALSE
27689;2007;FALSE
27690;2011;TRUE
27691;2016;TRUE
27691;2016;TRUE
27692;2006;TRUE
27693;2013;TRUE
27694;2015;TRUE
27695;2011;TRUE
27696;1965;TRUE
27697;2011;TRUE
27698;2004;TRUE
27699;1976;FALSE
27699;1976;TRUE
27700;2010;TRUE
27701;2016;TRUE
27702;2016;TRUE
27703;1990;FALSE
27704;1987;FALSE
27705;2017;TRUE
27706;2009;FALSE
27707;2010;FALSE
27708;2013;FALSE
27709;2010;FALSE
27710;2005;TRUE
27711;2017;FALSE
27712;2015;FALSE
27713;2017;TRUE
27714;2015;FALSE
27715;2016;FALSE
27716;2015;TRUE
27717;2004;TRUE
27718;2015;FALSE
27719;2015;FALSE
27720;2015;FALSE
27720;2015;FALSE
27721;1930;FALSE
27722;2016;TRUE
27723;2014;TRUE
27724;2010;FALSE
27725;2014;FALSE
27726;2017;FALSE
27727;2012;FALSE
27728;2000;FALSE
27729;1972;TRUE
27730;2015;TRUE
27731;2013;TRUE
