member_id;book_copy_id;staff_id;issue_date;due_date;returned_or_not
327;78497;1;2018-02-25;2018-03-12;TRUE
701;70854;1;2020-07-27;2020-08-11;TRUE
697;83526;3;2021-04-02;2021-04-17;TRUE
448;105443;2;2020-07-16;2020-07-31;TRUE
432;4044;6;2020-03-25;2020-04-09;TRUE
878;12468;1;2019-04-02;2019-04-17;TRUE
661;99998;2;2022-01-02;2022-01-17;TRUE
845;103719;4;2017-10-12;2017-10-27;TRUE
887;54074;1;2019-01-04;2019-01-19;TRUE
64;87809;2;2019-11-30;2019-12-15;TRUE
207;13542;1;2021-12-16;2021-12-31;TRUE
857;48106;3;2023-08-03;2023-08-18;TRUE
233;82573;4;2020-03-20;2020-04-04;TRUE
176;40819;1;2021-06-04;2021-06-19;TRUE
75;155;6;2022-09-29;2022-10-14;TRUE
740;34170;7;2023-07-19;2023-08-03;TRUE
971;4;5;2023-07-06;2023-07-21;TRUE
876;95722;3;2022-09-09;2022-09-24;TRUE
484;85023;5;2018-11-21;2018-12-06;TRUE
921;81523;7;2023-07-19;2023-08-03;TRUE
296;106019;5;2019-07-01;2019-07-16;TRUE
772;86811;1;2020-06-13;2020-06-28;TRUE
281;29400;5;2020-05-14;2020-05-29;TRUE
822;8007;1;2018-03-20;2018-04-04;TRUE
871;45560;1;2018-09-07;2018-09-22;TRUE
766;48264;1;2023-09-08;2023-09-23;TRUE
860;58381;3;2017-11-21;2017-12-06;TRUE
464;48853;2;2019-01-14;2019-01-29;TRUE
419;29659;7;2019-09-01;2019-09-16;TRUE
361;68942;3;2021-12-10;2021-12-25;TRUE
970;49414;1;2021-01-15;2021-01-30;TRUE
481;72678;6;2020-04-06;2020-04-21;TRUE
306;60903;1;2018-02-18;2018-03-05;TRUE
422;28511;3;2020-08-20;2020-09-04;TRUE
409;88744;1;2018-08-30;2018-09-14;TRUE
470;7569;7;2018-03-26;2018-04-10;TRUE
76;2223;3;2021-04-13;2021-04-28;TRUE
657;57285;6;2018-12-13;2018-12-28;TRUE
928;100003;2;2023-09-24;2023-10-09;TRUE
622;31779;1;2021-05-21;2021-06-05;TRUE
219;54525;3;2020-09-12;2020-09-27;TRUE
588;70139;5;2022-12-08;2022-12-23;TRUE
263;68722;4;2019-03-19;2019-04-03;TRUE
258;105715;5;2019-08-11;2019-08-26;TRUE
265;80009;3;2023-02-22;2023-03-09;TRUE
313;73162;4;2021-07-17;2021-08-01;TRUE
720;21070;1;2023-01-03;2023-01-18;TRUE
350;107068;6;2020-09-12;2020-09-27;TRUE
782;111910;1;2017-11-25;2017-12-10;TRUE
713;105350;5;2022-12-08;2022-12-23;TRUE
171;36486;3;2021-04-17;2021-05-02;TRUE
34;21320;4;2022-01-05;2022-01-20;TRUE
325;14942;4;2022-11-14;2022-11-29;TRUE
508;100953;5;2022-03-04;2022-03-19;TRUE
755;100227;3;2019-09-26;2019-10-11;TRUE
272;108525;7;2022-07-14;2022-07-29;TRUE
870;58900;6;2023-07-04;2023-07-19;TRUE
925;98809;4;2023-08-03;2023-08-18;TRUE
559;10122;1;2019-03-31;2019-04-15;TRUE
290;106454;1;2023-10-13;2023-10-28;FALSE
890;34173;7;2023-05-14;2023-05-29;TRUE
944;114537;6;2022-03-16;2022-03-31;TRUE
755;39472;4;2022-09-29;2022-10-14;TRUE
618;5513;7;2018-08-20;2018-09-04;TRUE
169;102117;1;2022-08-20;2022-09-04;TRUE
317;115403;1;2020-05-12;2020-05-27;TRUE
762;85221;3;2018-06-09;2018-06-24;TRUE
516;110752;6;2023-08-05;2023-08-20;TRUE
182;89898;4;2022-05-14;2022-05-29;TRUE
152;39870;2;2021-08-05;2021-08-20;TRUE
609;95171;3;2019-03-21;2019-04-05;TRUE
703;76408;3;2021-07-13;2021-07-28;TRUE
796;76428;7;2023-04-01;2023-04-16;TRUE
735;4011;7;2020-09-10;2020-09-25;TRUE
23;78900;3;2020-03-31;2020-04-15;TRUE
439;109759;3;2019-04-25;2019-05-10;TRUE
81;13864;5;2022-04-12;2022-04-27;TRUE
458;8544;4;2023-06-22;2023-07-07;TRUE
964;67769;3;2019-01-09;2019-01-24;TRUE
79;115155;1;2021-03-22;2021-04-06;TRUE
3;76076;1;2020-09-10;2020-09-25;TRUE
499;103987;3;2023-11-01;2023-11-16;TRUE
738;100777;6;2018-07-29;2018-08-13;TRUE
587;77512;4;2020-03-24;2020-04-08;TRUE
802;38468;7;2018-12-14;2018-12-29;TRUE
524;30378;3;2021-02-11;2021-02-26;TRUE
576;100417;2;2020-04-14;2020-04-29;TRUE
418;69736;5;2019-12-20;2020-01-04;TRUE
813;63320;4;2023-04-23;2023-05-08;TRUE
507;81672;3;2021-06-15;2021-06-30;TRUE
622;57942;4;2021-08-01;2021-08-16;TRUE
481;94710;5;2021-10-31;2021-11-15;TRUE
115;45103;7;2022-10-23;2022-11-07;TRUE
864;47355;2;2018-10-08;2018-10-23;TRUE
27;72307;2;2021-08-08;2021-08-23;TRUE
728;73828;7;2023-11-28;2023-12-13;TRUE
467;74380;3;2021-10-22;2021-11-06;TRUE
598;95074;2;2021-12-09;2021-12-24;TRUE
994;27741;2;2017-12-04;2017-12-19;TRUE
938;423;4;2019-12-15;2019-12-30;TRUE
667;26601;7;2023-07-02;2023-07-17;TRUE
8;88594;1;2021-08-31;2021-09-15;TRUE
859;62815;3;2021-06-22;2021-07-07;TRUE
638;26133;7;2019-09-17;2019-10-02;TRUE
985;107787;3;2018-05-31;2018-06-15;TRUE
472;115850;7;2020-10-04;2020-10-19;TRUE
926;29894;5;2020-05-11;2020-05-26;TRUE
634;40534;7;2021-09-26;2021-10-11;TRUE
202;23472;2;2022-04-12;2022-04-27;TRUE
777;19164;2;2022-03-07;2022-03-22;TRUE
622;117601;7;2018-07-07;2018-07-22;TRUE
443;44680;2;2018-07-02;2018-07-17;TRUE
80;12215;7;2021-06-14;2021-06-29;TRUE
563;17801;2;2018-01-24;2018-02-08;TRUE
715;110181;6;2022-03-25;2022-04-09;TRUE
512;108134;1;2023-11-20;2023-12-05;FALSE
169;62862;4;2018-02-08;2018-02-23;TRUE
146;84437;6;2022-08-27;2022-09-11;TRUE
915;44237;1;2020-10-02;2020-10-17;TRUE
552;27221;6;2022-02-08;2022-02-23;TRUE
113;107854;2;2021-07-07;2021-07-22;TRUE
791;53396;6;2023-07-25;2023-08-09;TRUE
595;42542;6;2017-10-26;2017-11-10;TRUE
879;70071;3;2019-10-05;2019-10-20;TRUE
276;15552;3;2018-12-23;2019-01-07;TRUE
385;36559;1;2021-08-31;2021-09-15;TRUE
357;100250;3;2017-10-03;2017-10-18;TRUE
543;31207;4;2023-08-18;2023-09-02;TRUE
21;63241;7;2021-12-27;2022-01-11;TRUE
570;68760;6;2018-08-11;2018-08-26;TRUE
520;37160;6;2020-05-07;2020-05-22;TRUE
658;65377;5;2023-12-06;2023-12-21;TRUE
503;12052;7;2021-11-28;2021-12-13;TRUE
255;72530;6;2020-09-11;2020-09-26;TRUE
431;29870;3;2022-07-15;2022-07-30;TRUE
304;66299;6;2021-04-23;2021-05-08;TRUE
784;51655;3;2020-05-25;2020-06-09;TRUE
799;54599;7;2019-04-25;2019-05-10;TRUE
49;109247;1;2023-04-14;2023-04-29;TRUE
433;31678;5;2021-12-02;2021-12-17;TRUE
539;51073;6;2023-07-16;2023-07-31;TRUE
759;87227;5;2023-06-02;2023-06-17;TRUE
816;55393;6;2017-12-21;2018-01-05;TRUE
654;72440;2;2021-03-13;2021-03-28;TRUE
964;101399;5;2021-11-24;2021-12-09;TRUE
722;21520;4;2023-05-31;2023-06-15;TRUE
483;14150;5;2020-06-13;2020-06-28;TRUE
980;114079;5;2020-08-25;2020-09-09;TRUE
934;14497;6;2021-08-16;2021-08-31;TRUE
28;41546;5;2022-08-12;2022-08-27;TRUE
385;80483;6;2020-11-07;2020-11-22;TRUE
794;13543;3;2022-04-22;2022-05-07;TRUE
365;41694;5;2021-03-05;2021-03-20;TRUE
554;87271;7;2023-03-29;2023-04-13;TRUE
789;86566;2;2023-06-03;2023-06-18;TRUE
379;115982;1;2019-11-23;2019-12-08;TRUE
111;56816;4;2019-09-28;2019-10-13;TRUE
851;112050;5;2022-06-04;2022-06-19;TRUE
369;59699;6;2022-07-26;2022-08-10;TRUE
176;42160;4;2020-01-31;2020-02-15;TRUE
332;115691;3;2020-11-11;2020-11-26;TRUE
650;62928;4;2021-01-22;2021-02-06;TRUE
786;68701;3;2020-08-16;2020-08-31;TRUE
739;112839;1;2020-12-31;2021-01-15;TRUE
211;17375;7;2019-08-19;2019-09-03;TRUE
958;89322;1;2020-02-23;2020-03-09;TRUE
715;56104;1;2022-10-09;2022-10-24;TRUE
860;28946;6;2022-04-06;2022-04-21;TRUE
675;11259;1;2017-09-23;2017-10-08;TRUE
651;12144;1;2023-06-17;2023-07-02;TRUE
573;9235;5;2021-03-07;2021-03-22;TRUE
162;521;7;2023-08-13;2023-08-28;TRUE
10;45714;7;2018-03-17;2018-04-01;TRUE
41;116712;5;2019-08-30;2019-09-14;TRUE
540;66233;6;2022-07-15;2022-07-30;TRUE
258;30503;4;2023-10-31;2023-11-15;FALSE
98;42447;3;2021-03-26;2021-04-10;TRUE
676;59184;2;2020-06-25;2020-07-10;TRUE
583;26193;7;2019-11-13;2019-11-28;TRUE
54;116399;4;2021-09-18;2021-10-03;TRUE
39;32289;3;2018-10-24;2018-11-08;TRUE
424;55392;4;2018-10-06;2018-10-21;TRUE
151;16218;6;2022-08-05;2022-08-20;TRUE
919;7356;4;2021-07-27;2021-08-11;TRUE
602;65776;6;2019-01-17;2019-02-01;TRUE
629;3753;7;2019-03-09;2019-03-24;TRUE
333;118636;6;2021-07-21;2021-08-05;TRUE
772;66599;6;2020-04-29;2020-05-14;TRUE
115;86086;7;2022-11-27;2022-12-12;TRUE
738;14633;2;2021-08-06;2021-08-21;TRUE
923;12634;6;2020-07-11;2020-07-26;TRUE
695;116766;6;2020-12-18;2021-01-02;TRUE
338;55560;3;2017-12-04;2017-12-19;TRUE
772;81331;7;2020-08-10;2020-08-25;TRUE
798;79244;2;2021-01-01;2021-01-16;TRUE
686;104824;6;2020-01-07;2020-01-22;TRUE
205;29905;4;2023-03-23;2023-04-07;TRUE
145;106302;3;2021-03-25;2021-04-09;TRUE
433;87304;2;2020-08-20;2020-09-04;TRUE
804;39933;1;2023-04-16;2023-05-01;TRUE
983;15818;3;2019-10-13;2019-10-28;TRUE
616;100258;5;2020-12-27;2021-01-11;TRUE
621;117062;2;2021-03-10;2021-03-25;TRUE
506;38462;4;2018-04-07;2018-04-22;TRUE
331;91043;6;2019-06-03;2019-06-18;TRUE
155;94395;2;2023-03-07;2023-03-22;TRUE
609;24212;6;2019-02-27;2019-03-14;TRUE
628;52411;4;2020-12-03;2020-12-18;TRUE
513;58574;5;2021-06-18;2021-07-03;TRUE
708;45211;7;2022-01-22;2022-02-06;TRUE
766;96419;7;2019-02-06;2019-02-21;TRUE
800;103688;5;2019-07-03;2019-07-18;TRUE
215;77286;3;2021-03-17;2021-04-01;TRUE
297;110836;3;2023-10-02;2023-10-17;FALSE
629;52638;7;2022-10-13;2022-10-28;TRUE
609;1462;6;2019-01-23;2019-02-07;TRUE
424;7103;5;2022-05-27;2022-06-11;TRUE
937;58200;6;2019-08-14;2019-08-29;TRUE
877;53394;4;2019-03-16;2019-03-31;TRUE
133;3686;1;2023-01-09;2023-01-24;TRUE
44;101239;6;2018-12-16;2018-12-31;TRUE
988;59450;6;2019-02-25;2019-03-12;TRUE
526;6456;5;2021-12-11;2021-12-26;TRUE
513;33967;2;2022-01-13;2022-01-28;TRUE
136;26700;1;2020-01-21;2020-02-05;TRUE
963;65997;5;2019-12-21;2020-01-05;TRUE
48;47790;6;2017-09-24;2017-10-09;TRUE
273;78663;4;2018-02-07;2018-02-22;TRUE
95;42520;3;2022-12-15;2022-12-30;TRUE
903;110506;1;2019-02-25;2019-03-12;TRUE
685;52793;6;2022-04-11;2022-04-26;TRUE
447;14504;6;2020-09-14;2020-09-29;TRUE
697;98541;6;2021-04-26;2021-05-11;TRUE
540;39203;4;2019-11-03;2019-11-18;TRUE
242;53268;3;2023-07-11;2023-07-26;TRUE
550;111674;5;2017-12-19;2018-01-03;TRUE
816;108964;4;2019-09-27;2019-10-12;TRUE
552;39339;4;2021-05-14;2021-05-29;TRUE
104;33604;6;2021-03-30;2021-04-14;TRUE
447;111444;1;2022-01-24;2022-02-08;TRUE
335;111126;1;2020-08-10;2020-08-25;TRUE
152;23415;3;2021-05-21;2021-06-05;TRUE
50;83651;4;2021-10-05;2021-10-20;TRUE
939;93458;3;2019-03-25;2019-04-09;TRUE
186;11847;7;2023-08-27;2023-09-11;TRUE
601;6150;1;2023-10-10;2023-10-25;FALSE
860;117838;6;2020-10-02;2020-10-17;TRUE
270;49291;1;2021-08-27;2021-09-11;TRUE
195;107488;3;2018-05-18;2018-06-02;TRUE
872;5145;5;2021-06-24;2021-07-09;TRUE
519;7397;7;2023-06-03;2023-06-18;TRUE
533;112079;5;2022-09-28;2022-10-13;TRUE
475;57407;6;2020-02-25;2020-03-11;TRUE
4;21064;3;2023-09-18;2023-10-03;FALSE
443;33771;5;2021-08-01;2021-08-16;TRUE
229;34958;6;2021-09-08;2021-09-23;TRUE
241;80078;2;2020-12-28;2021-01-12;TRUE
103;26003;7;2021-11-11;2021-11-26;TRUE
299;9522;6;2022-10-21;2022-11-05;TRUE
383;106268;2;2022-04-14;2022-04-29;TRUE
649;13724;5;2020-06-09;2020-06-24;TRUE
575;18802;4;2022-09-01;2022-09-16;TRUE
432;24076;6;2020-05-28;2020-06-12;TRUE
8;89005;2;2018-06-13;2018-06-28;TRUE
466;114124;7;2021-01-17;2021-02-01;TRUE
833;93861;5;2017-12-09;2017-12-24;TRUE
116;42703;3;2021-08-28;2021-09-12;TRUE
502;28940;1;2023-06-12;2023-06-27;TRUE
402;94510;1;2023-11-23;2023-12-08;TRUE
754;6291;4;2020-05-18;2020-06-02;TRUE
678;493;3;2018-04-05;2018-04-20;TRUE
340;3824;4;2021-10-31;2021-11-15;TRUE
546;19830;3;2017-11-27;2017-12-12;TRUE
489;52330;1;2018-12-09;2018-12-24;TRUE
66;100652;1;2023-11-22;2023-12-07;TRUE
581;29137;7;2018-12-08;2018-12-23;TRUE
490;19600;5;2020-09-28;2020-10-13;TRUE
663;62835;1;2019-01-03;2019-01-18;TRUE
826;98263;6;2020-10-01;2020-10-16;TRUE
56;38294;7;2018-12-31;2019-01-15;TRUE
143;70526;3;2021-02-21;2021-03-08;TRUE
863;30382;5;2021-08-24;2021-09-08;TRUE
907;56039;6;2021-02-13;2021-02-28;TRUE
632;88799;5;2018-09-22;2018-10-07;TRUE
189;111884;2;2020-06-28;2020-07-13;TRUE
964;96508;1;2022-02-14;2022-03-01;TRUE
131;19141;1;2019-01-04;2019-01-19;TRUE
482;35996;1;2018-01-21;2018-02-05;TRUE
483;19108;4;2020-01-07;2020-01-22;TRUE
807;87986;3;2020-01-04;2020-01-19;TRUE
30;87804;5;2019-10-15;2019-10-30;TRUE
13;28486;4;2021-07-03;2021-07-18;TRUE
882;64469;3;2018-11-30;2018-12-15;TRUE
746;14390;5;2019-08-23;2019-09-07;TRUE
89;25727;3;2022-03-13;2022-03-28;TRUE
936;42754;6;2023-08-28;2023-09-12;TRUE
952;47556;4;2022-05-17;2022-06-01;TRUE
404;6398;6;2019-04-09;2019-04-24;TRUE
803;21074;2;2020-05-07;2020-05-22;TRUE
340;106345;3;2019-02-03;2019-02-18;TRUE
760;113887;7;2018-05-04;2018-05-19;TRUE
771;85414;4;2018-07-26;2018-08-10;TRUE
785;108928;2;2022-09-04;2022-09-19;TRUE
876;88027;4;2019-11-24;2019-12-09;TRUE
839;80279;1;2022-06-20;2022-07-05;TRUE
756;79293;7;2023-09-22;2023-10-07;FALSE
453;40600;5;2019-12-11;2019-12-26;TRUE
651;86197;6;2018-02-01;2018-02-16;TRUE
110;17788;6;2019-05-12;2019-05-27;TRUE
758;83027;5;2018-12-07;2018-12-22;TRUE
91;11230;3;2017-10-10;2017-10-25;TRUE
452;60427;2;2022-03-02;2022-03-17;TRUE
975;44412;7;2021-08-12;2021-08-27;TRUE
40;17644;5;2019-03-29;2019-04-13;TRUE
415;24112;6;2021-01-04;2021-01-19;TRUE
901;26881;7;2023-01-08;2023-01-23;TRUE
912;15559;6;2018-08-15;2018-08-30;TRUE
653;55330;6;2019-02-17;2019-03-04;TRUE
292;45326;6;2022-09-16;2022-10-01;TRUE
598;112016;1;2021-10-25;2021-11-09;TRUE
601;86857;3;2021-11-15;2021-11-30;TRUE
29;83153;7;2020-06-17;2020-07-02;TRUE
73;23696;5;2018-04-08;2018-04-23;TRUE
996;3079;6;2018-06-20;2018-07-05;TRUE
799;71086;7;2019-01-11;2019-01-26;TRUE
544;18070;3;2023-10-16;2023-10-31;TRUE
387;119479;2;2019-05-29;2019-06-13;TRUE
505;111679;2;2018-02-09;2018-02-24;TRUE
289;114725;5;2023-01-15;2023-01-30;TRUE
893;84488;1;2021-07-24;2021-08-08;TRUE
392;21283;1;2023-04-25;2023-05-10;TRUE
376;64362;4;2019-05-28;2019-06-12;TRUE
575;113710;7;2019-02-04;2019-02-19;TRUE
174;57238;1;2023-02-19;2023-03-06;TRUE
906;80990;6;2021-01-25;2021-02-09;TRUE
674;22837;1;2020-06-10;2020-06-25;TRUE
902;64125;6;2022-06-03;2022-06-18;TRUE
954;5304;6;2021-06-13;2021-06-28;TRUE
161;61123;6;2021-05-03;2021-05-18;TRUE
481;101611;2;2018-07-28;2018-08-12;TRUE
553;72717;7;2018-03-30;2018-04-14;TRUE
206;90972;3;2018-03-16;2018-03-31;TRUE
101;102962;1;2018-03-03;2018-03-18;TRUE
689;61544;1;2023-08-17;2023-09-01;TRUE
43;108029;3;2021-06-13;2021-06-28;TRUE
475;60225;2;2019-05-12;2019-05-27;TRUE
784;85661;4;2021-07-31;2021-08-15;TRUE
112;1737;2;2017-10-21;2017-11-05;TRUE
368;19552;6;2020-12-31;2021-01-15;TRUE
433;35422;5;2020-01-14;2020-01-29;TRUE
853;40596;1;2023-04-28;2023-05-13;TRUE
365;100998;4;2020-09-25;2020-10-10;TRUE
378;65933;6;2019-08-12;2019-08-27;TRUE
354;22507;4;2020-03-23;2020-04-07;TRUE
468;55754;2;2021-03-13;2021-03-28;TRUE
666;69726;3;2021-11-27;2021-12-12;TRUE
222;92085;1;2021-05-09;2021-05-24;TRUE
614;52156;5;2023-09-13;2023-09-28;FALSE
945;62333;2;2020-07-04;2020-07-19;TRUE
722;117184;1;2019-05-24;2019-06-08;TRUE
87;74486;5;2019-02-16;2019-03-03;TRUE
250;91282;4;2019-07-12;2019-07-27;TRUE
4;41792;1;2019-07-22;2019-08-06;TRUE
975;14471;6;2021-04-25;2021-05-10;TRUE
445;101148;7;2023-11-04;2023-11-19;TRUE
374;50191;3;2019-02-13;2019-02-28;TRUE
233;31154;1;2018-11-12;2018-11-27;TRUE
778;80233;2;2018-05-30;2018-06-14;TRUE
339;38279;2;2019-09-01;2019-09-16;TRUE
79;16275;2;2018-09-18;2018-10-03;TRUE
867;50532;2;2023-11-16;2023-12-01;TRUE
170;58881;1;2018-03-23;2018-04-07;TRUE
408;29830;1;2021-02-22;2021-03-09;TRUE
73;95296;3;2022-11-24;2022-12-09;TRUE
376;76368;2;2020-01-31;2020-02-15;TRUE
837;113074;3;2021-10-12;2021-10-27;TRUE
641;88473;5;2021-02-24;2021-03-11;TRUE
797;117684;2;2022-02-13;2022-02-28;TRUE
169;28672;6;2020-03-27;2020-04-11;TRUE
957;31593;5;2021-05-10;2021-05-25;TRUE
696;27465;7;2021-10-05;2021-10-20;TRUE
594;74724;5;2017-12-12;2017-12-27;TRUE
991;6505;6;2021-09-03;2021-09-18;TRUE
662;6030;6;2019-05-08;2019-05-23;TRUE
120;105142;7;2022-12-27;2023-01-11;TRUE
240;48500;7;2021-12-07;2021-12-22;TRUE
717;48843;3;2022-08-28;2022-09-12;TRUE
136;84376;7;2018-07-11;2018-07-26;TRUE
968;65399;6;2021-04-22;2021-05-07;TRUE
571;116174;2;2023-08-15;2023-08-30;TRUE
96;69558;6;2021-10-07;2021-10-22;TRUE
734;49230;7;2021-08-22;2021-09-06;TRUE
866;16780;2;2019-04-23;2019-05-08;TRUE
343;68066;5;2021-12-16;2021-12-31;TRUE
222;17471;6;2018-11-06;2018-11-21;TRUE
294;53218;4;2023-06-05;2023-06-20;TRUE
454;115984;3;2022-10-27;2022-11-11;TRUE
360;85328;1;2022-09-15;2022-09-30;TRUE
161;35389;1;2021-08-10;2021-08-25;TRUE
139;35584;2;2023-05-08;2023-05-23;TRUE
457;116819;5;2021-12-19;2022-01-03;TRUE
22;47950;3;2017-11-15;2017-11-30;TRUE
237;8728;4;2023-07-15;2023-07-30;TRUE
246;56427;5;2019-10-25;2019-11-09;TRUE
570;96249;3;2022-04-21;2022-05-06;TRUE
912;80870;1;2022-01-29;2022-02-13;TRUE
983;61863;7;2018-03-19;2018-04-03;TRUE
706;28083;6;2023-07-17;2023-08-01;TRUE
268;50790;5;2021-09-28;2021-10-13;TRUE
346;53456;2;2018-04-14;2018-04-29;TRUE
793;112033;4;2018-05-24;2018-06-08;TRUE
382;90090;6;2021-03-28;2021-04-12;TRUE
437;50115;1;2022-05-28;2022-06-12;TRUE
231;113755;5;2019-03-07;2019-03-22;TRUE
655;58885;4;2021-06-03;2021-06-18;TRUE
538;98322;5;2022-06-26;2022-07-11;TRUE
623;87883;1;2023-07-04;2023-07-19;TRUE
288;23137;5;2019-02-27;2019-03-14;TRUE
279;20889;2;2023-08-26;2023-09-10;TRUE
460;40783;6;2022-07-06;2022-07-21;TRUE
584;59753;4;2017-10-08;2017-10-23;TRUE
399;19006;1;2018-09-15;2018-09-30;TRUE
178;5813;1;2023-01-07;2023-01-22;TRUE
73;19204;1;2021-04-19;2021-05-04;TRUE
784;16546;2;2020-07-17;2020-08-01;TRUE
187;75829;6;2021-02-27;2021-03-14;TRUE
551;44965;1;2023-02-21;2023-03-08;TRUE
709;2407;1;2017-12-11;2017-12-26;TRUE
596;32840;6;2019-11-21;2019-12-06;TRUE
816;31366;3;2018-09-23;2018-10-08;TRUE
879;61980;6;2020-05-14;2020-05-29;TRUE
473;99498;4;2023-01-12;2023-01-27;TRUE
762;118564;1;2018-12-02;2018-12-17;TRUE
759;11974;6;2018-01-15;2018-01-30;TRUE
255;25508;4;2019-01-02;2019-01-17;TRUE
644;83208;4;2021-10-23;2021-11-07;TRUE
413;46371;3;2019-03-13;2019-03-28;TRUE
920;12272;3;2023-12-07;2023-12-22;FALSE
330;65818;6;2022-03-26;2022-04-10;TRUE
725;22159;3;2018-06-30;2018-07-15;TRUE
776;9348;5;2023-06-22;2023-07-07;TRUE
255;100636;7;2021-02-24;2021-03-11;TRUE
555;43947;2;2022-10-24;2022-11-08;TRUE
119;11325;1;2018-02-08;2018-02-23;TRUE
810;107270;6;2019-02-04;2019-02-19;TRUE
433;92879;2;2019-07-13;2019-07-28;TRUE
401;2010;2;2019-06-22;2019-07-07;TRUE
752;61764;3;2020-12-14;2020-12-29;TRUE
47;23078;6;2022-06-03;2022-06-18;TRUE
239;92172;7;2022-07-01;2022-07-16;TRUE
512;24197;7;2017-12-13;2017-12-28;TRUE
601;79356;5;2020-12-09;2020-12-24;TRUE
109;15112;6;2023-11-10;2023-11-25;TRUE
750;53562;7;2022-09-28;2022-10-13;TRUE
886;82851;1;2018-03-04;2018-03-19;TRUE
647;75481;6;2018-05-23;2018-06-07;TRUE
419;55596;1;2022-07-27;2022-08-11;TRUE
981;44810;4;2022-06-16;2022-07-01;TRUE
477;33099;7;2020-05-31;2020-06-15;TRUE
998;114082;4;2021-02-21;2021-03-08;TRUE
578;45015;4;2022-01-12;2022-01-27;TRUE
32;110229;6;2023-03-11;2023-03-26;TRUE
939;89923;5;2020-10-13;2020-10-28;TRUE
692;94636;7;2023-01-18;2023-02-02;TRUE
595;48251;7;2021-05-31;2021-06-15;TRUE
108;50982;3;2023-11-08;2023-11-23;TRUE
415;62648;6;2023-06-18;2023-07-03;TRUE
157;82397;6;2021-03-04;2021-03-19;TRUE
226;81783;4;2019-12-22;2020-01-06;TRUE
341;453;7;2018-08-24;2018-09-08;TRUE
945;58763;3;2021-12-14;2021-12-29;TRUE
69;1271;6;2018-08-09;2018-08-24;TRUE
506;91007;6;2022-03-15;2022-03-30;TRUE
45;104484;6;2022-05-16;2022-05-31;TRUE
889;109164;2;2023-09-10;2023-09-25;TRUE
965;31935;3;2019-07-14;2019-07-29;TRUE
401;70005;5;2018-08-09;2018-08-24;TRUE
142;20820;5;2019-05-28;2019-06-12;TRUE
721;78831;5;2022-11-13;2022-11-28;TRUE
850;59694;6;2022-10-01;2022-10-16;TRUE
547;112194;3;2022-01-27;2022-02-11;TRUE
8;66054;6;2020-05-13;2020-05-28;TRUE
789;75263;2;2022-11-12;2022-11-27;TRUE
317;71458;5;2019-06-16;2019-07-01;TRUE
862;84010;1;2023-09-17;2023-10-02;TRUE
877;3116;6;2019-09-03;2019-09-18;TRUE
365;7005;2;2018-04-27;2018-05-12;TRUE
254;19133;7;2023-08-23;2023-09-07;TRUE
314;96287;7;2018-03-09;2018-03-24;TRUE
101;67991;3;2022-03-04;2022-03-19;TRUE
306;68996;3;2020-06-05;2020-06-20;TRUE
515;81699;2;2020-04-04;2020-04-19;TRUE
184;70782;4;2019-09-18;2019-10-03;TRUE
26;81638;2;2018-12-30;2019-01-14;TRUE
602;40558;3;2021-08-22;2021-09-06;TRUE
41;10968;4;2021-05-11;2021-05-26;TRUE
704;31733;6;2022-03-11;2022-03-26;TRUE
880;75901;3;2020-05-15;2020-05-30;TRUE
619;31570;7;2022-10-06;2022-10-21;TRUE
746;17706;4;2023-11-29;2023-12-14;TRUE
532;51290;7;2021-08-11;2021-08-26;TRUE
410;2254;3;2021-06-18;2021-07-03;TRUE
302;44028;1;2022-05-23;2022-06-07;TRUE
197;65800;4;2022-04-20;2022-05-05;TRUE
693;42885;4;2017-10-11;2017-10-26;TRUE
997;34886;6;2022-07-12;2022-07-27;TRUE
146;79977;6;2021-03-08;2021-03-23;TRUE
71;34756;5;2018-10-03;2018-10-18;TRUE
323;57757;5;2021-02-28;2021-03-15;TRUE
695;87145;3;2022-05-15;2022-05-30;TRUE
65;110466;4;2019-03-31;2019-04-15;TRUE
499;18734;3;2018-09-17;2018-10-02;TRUE
898;18362;5;2021-12-03;2021-12-18;TRUE
709;90978;6;2018-01-24;2018-02-08;TRUE
289;62920;5;2021-12-28;2022-01-12;TRUE
73;26821;3;2022-10-15;2022-10-30;TRUE
803;42984;2;2017-11-29;2017-12-14;TRUE
308;46926;7;2021-04-02;2021-04-17;TRUE
64;67183;5;2021-03-11;2021-03-26;TRUE
769;27549;7;2021-07-19;2021-08-03;TRUE
138;6322;4;2021-11-05;2021-11-20;TRUE
446;34036;3;2020-12-21;2021-01-05;TRUE
251;26443;5;2018-05-19;2018-06-03;TRUE
814;102015;1;2023-03-21;2023-04-05;TRUE
801;28618;2;2018-04-08;2018-04-23;TRUE
830;18811;1;2017-10-21;2017-11-05;TRUE
71;53453;2;2018-11-09;2018-11-24;TRUE
937;112739;5;2023-04-11;2023-04-26;TRUE
501;54519;1;2020-02-10;2020-02-25;TRUE
90;63803;3;2019-01-14;2019-01-29;TRUE
54;83284;2;2018-01-12;2018-01-27;TRUE
314;6851;2;2023-06-19;2023-07-04;TRUE
233;92576;4;2022-03-28;2022-04-12;TRUE
651;35095;6;2018-05-01;2018-05-16;TRUE
315;72985;6;2021-04-29;2021-05-14;TRUE
29;102010;6;2021-03-16;2021-03-31;TRUE
517;15922;7;2019-04-29;2019-05-14;TRUE
